battery_capacity_kwh,battery_manufacturer,battery_quantity,battery_voltage_v,category,currency,distributor,id,image_url,inverter_image,inverter_manufacturer,inverter_power_kw,inverter_quantity,name,panel_image,panel_manufacturer,panel_power_w,panel_quantity,power_kwp,power_watts,price_brl,price_per_wp,source_csv,status,tags,total_batteries,total_inverters,total_panels,total_structures,type
,,2,48,kits,BRL,Neosolar,NEO-27300,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 3,7kWp 100Ah 48/220V Lítio",,,620,6,7.0,3720,16837.93,,,draft,Solar Kit|Neosolar,2,0,6,0,Solar Kit Off-Grid
,,4,48,kits,BRL,Neosolar,NEO-27302,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",,,620,8,4.96,4960,26771.08,,,draft,Solar Kit|Neosolar,4,0,8,0,Solar Kit Off-Grid
,,3,48,kits,BRL,Neosolar,NEO-27301,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",,,620,8,4.96,4960,22425.08,,,draft,Solar Kit|Neosolar,3,0,8,0,Solar Kit Off-Grid
,,2,48,kits,BRL,Neosolar,NEO-27296,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 3,7kWp 100Ah 48/220V Lítio",,,620,6,7.0,3720,40263.23,,,draft,Solar Kit|Neosolar,2,0,6,0,Solar Kit Off-Grid
,,4,48,kits,BRL,Neosolar,NEO-27270,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",,,620,8,4.96,4960,29188.08,,,draft,Solar Kit|Neosolar,4,0,8,0,Solar Kit Off-Grid
,,2,48,kits,BRL,Neosolar,NEO-27260,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 3,7kWp 100Ah 48/220V Lítio",,,620,6,7.0,3720,40826.73,,,draft,Solar Kit|Neosolar,2,0,6,0,Solar Kit Off-Grid
,,3,48,kits,BRL,Neosolar,NEO-27261,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",,,620,8,4.96,4960,55294.7,,,draft,Solar Kit|Neosolar,3,0,8,0,Solar Kit Off-Grid
,,2,48,kits,BRL,Neosolar,NEO-27264,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 3,7kWp 100Ah 48/220V Lítio",,,620,6,7.0,3720,17119.68,,,draft,Solar Kit|Neosolar,2,0,6,0,Solar Kit Off-Grid
,,3,48,kits,BRL,Neosolar,NEO-27265,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",,,620,8,4.96,4960,22706.82,,,draft,Solar Kit|Neosolar,3,0,8,0,Solar Kit Off-Grid
,,4,48,kits,BRL,Neosolar,NEO-27262,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",,,620,8,4.96,4960,33640.19,,,draft,Solar Kit|Neosolar,4,0,8,0,Solar Kit Off-Grid
,,1,12,kits,BRL,Neosolar,NEO-26723,,,,,1,Kit Energia Solar Off Grid s/ Inversor - 160Wp 165Ah / 150Ah 12V Estacionária (26723),,,160,1,0.16,160,1559.27,,,draft,Solar Kit|Neosolar,1,1,1,0,Solar Kit Off-Grid
,,7,48,kits,BRL,Neosolar,NEO-26701,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 6,2kWp 100Ah 24/220V Lítio (26701)",,,620,10,2.0,6200,55013.66,,,draft,Solar Kit|Neosolar,7,0,10,0,Solar Kit Off-Grid
,,1,12,kits,BRL,Neosolar,NEO-25132,,,,,1,Kit Energia Solar para Starlink - 10h/dia (até 1.280 Wh/dia) - Chumbo (25132),,,320,320,102.4,102400,2858.35,,,draft,Solar Kit|Neosolar,1,1,320,0,Solar Kit Off-Grid
,,1,12,kits,BRL,Neosolar,NEO-25044,,,,,1,Kit Energia Solar Off Grid - 60Wp 45Ah/12V (25044),,,60,1,0.06,60,913.01,,,draft,Solar Kit|Neosolar,1,1,1,0,Solar Kit Off-Grid
,,1,12,kits,BRL,Neosolar,NEO-25045,,,,,1,Kit Energia Solar Off Grid - 100Wp 45Ah/12V (25045),,,100,1,0.1,100,928.98,,,draft,Solar Kit|Neosolar,1,1,1,0,Solar Kit Off-Grid
,,1,12,kits,BRL,Neosolar,NEO-25043,,,,,1,Kit Energia Solar Off Grid - 30Wp 45Ah/12V (25043),,,30,1,0.03,30,858.28,,,draft,Solar Kit|Neosolar,1,1,1,0,Solar Kit Off-Grid
,,1,12,kits,BRL,Neosolar,NEO-25154,,,,,1,Kit Energia Solar Off Grid - 60Wp 45Ah/12V 600W/127V Ztroon,,,60,1,0.06,60,1560.14,,,draft,Solar Kit|Neosolar,1,1,1,0,Solar Kit Off-Grid
,,1,12,kits,BRL,Neosolar,NEO-25156,,,,,1,Kit Energia Solar Off Grid - 100Wp 45Ah/12V 600W/127V Ztroon,,,100,1,0.1,100,1576.11,,,draft,Solar Kit|Neosolar,1,1,1,0,Solar Kit Off-Grid
,,2,48,kits,BRL,Neosolar,NEO-26695,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 3,7kWp 100Ah 24/220V Lítio (26695)",,,620,6,7.0,3720,21466.24,,,draft,Solar Kit|Neosolar,2,0,6,0,Solar Kit Off-Grid
,,1,48,kits,BRL,Neosolar,NEO-26694,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 2,5kWp 100Ah 48/220V Lítio",,,620,4,5.0,2480,14232.26,,,draft,Solar Kit|Neosolar,1,0,4,0,Solar Kit Off-Grid
,,4,48,kits,BRL,Neosolar,NEO-26698,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 3,7kWp 100Ah 24/220V Lítio (26698)",,,620,6,7.0,3720,33679.53,,,draft,Solar Kit|Neosolar,4,0,6,0,Solar Kit Off-Grid
,,5,48,kits,BRL,Neosolar,NEO-26699,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 6,2kWp 100Ah 24/220V Lítio (26699)",,,620,10,2.0,6200,42800.37,,,draft,Solar Kit|Neosolar,5,0,10,0,Solar Kit Off-Grid
,,3,48,kits,BRL,Neosolar,NEO-26697,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 3,1kWp 100Ah 24/220V Lítio (26697)",,,620,5,1.0,3100,26838.52,,,draft,Solar Kit|Neosolar,3,0,5,0,Solar Kit Off-Grid
,,2,48,kits,BRL,Neosolar,NEO-26696,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 1,9kWp 100Ah 24/220V Lítio (26696)",,,620,3,9.0,1860,19604.52,,,draft,Solar Kit|Neosolar,2,0,3,0,Solar Kit Off-Grid
,,6,48,kits,BRL,Neosolar,NEO-26700,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 6,2kWp 100Ah 24/220V Lítio (26700)",,,620,10,2.0,6200,48793.21,,,draft,Solar Kit|Neosolar,6,0,10,0,Solar Kit Off-Grid
,,2,12,kits,BRL,Neosolar,NEO-25053,,,,,1,Kit Energia Solar Off Grid - 680Wp 220Ah/24V (25053),,,340,2,0.68,680,4633.58,,,draft,Solar Kit|Neosolar,2,1,2,0,Solar Kit Off-Grid
,,1,48,kits,BRL,Neosolar,NEO-26968,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 2,5kWp 100Ah 24/220V Lítio (26968)",,,620,4,5.0,2480,0,,,draft,Solar Kit|Neosolar,1,0,4,0,Solar Kit Off-Grid
,,7,48,kits,BRL,Neosolar,NEO-26991,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 6,2kWp 100Ah 24/220V Lítio (26991)",,,620,10,2.0,6200,0,,,draft,Solar Kit|Neosolar,7,0,10,0,Solar Kit Off-Grid
,,7,48,kits,BRL,Neosolar,NEO-26975,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 6,2kWp 100Ah 24/220V Lítio (26975)",,,620,10,2.0,6200,0,,,draft,Solar Kit|Neosolar,7,0,10,0,Solar Kit Off-Grid
,,1,48,kits,BRL,Neosolar,NEO-26984,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 2,5kWp 100Ah 24/220V Lítio (26984)",,,620,4,5.0,2480,0,,,draft,Solar Kit|Neosolar,1,0,4,0,Solar Kit Off-Grid
,,3,48,kits,BRL,Neosolar,NEO-26971,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 3,1kWp 100Ah 24/220V Lítio (26971)",,,620,5,1.0,3100,0,,,draft,Solar Kit|Neosolar,3,0,5,0,Solar Kit Off-Grid
,,4,48,kits,BRL,Neosolar,NEO-26972,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 3,7kWp 100Ah 24/220V Lítio (26972)",,,620,6,7.0,3720,0,,,draft,Solar Kit|Neosolar,4,0,6,0,Solar Kit Off-Grid
,,2,48,kits,BRL,Neosolar,NEO-26969,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 3,7kWp 100Ah 24/220V Lítio (26969)",,,620,6,7.0,3720,0,,,draft,Solar Kit|Neosolar,2,0,6,0,Solar Kit Off-Grid
,,2,48,kits,BRL,Neosolar,NEO-26970,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 1,9kWp 100Ah 24/220V Lítio (26970)",,,620,3,9.0,1860,0,,,draft,Solar Kit|Neosolar,2,0,3,0,Solar Kit Off-Grid
,,4,48,kits,BRL,Neosolar,NEO-26988,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 3,7kWp 100Ah 24/220V Lítio (26988)",,,620,6,7.0,3720,0,,,draft,Solar Kit|Neosolar,4,0,6,0,Solar Kit Off-Grid
,,3,48,kits,BRL,Neosolar,NEO-26987,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 3,1kWp 100Ah 24/220V Lítio (26987)",,,620,5,1.0,3100,0,,,draft,Solar Kit|Neosolar,3,0,5,0,Solar Kit Off-Grid
,,2,48,kits,BRL,Neosolar,NEO-26986,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 1,9kWp 100Ah 24/220V Lítio (26986)",,,620,3,9.0,1860,0,,,draft,Solar Kit|Neosolar,2,0,3,0,Solar Kit Off-Grid
,,2,48,kits,BRL,Neosolar,NEO-26985,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 3,7kWp 100Ah 24/220V Lítio (26985)",,,620,6,7.0,3720,0,,,draft,Solar Kit|Neosolar,2,0,6,0,Solar Kit Off-Grid
,,1,48,kits,BRL,Neosolar,NEO-27314,https://portal.zydon.com.br/api/files/cfdc6dad-4082-4bb5-878a-d9b7456395f5/content?ingress=portalb2b.neosolar.com.br,,,,1,"Kit Energia Solar Off Grid - 1,24kWp 100Ah/48V Lítio (27314)",,,620,2,24.0,1240,6896.31,,,draft,Solar Kit|Neosolar,1,1,2,0,Solar Kit Off-Grid
,,1,6,kits,BRL,Neosolar,NEO-25049,https://portal.zydon.com.br/api/files/2090556f-04e2-4644-bcfb-70480e65e3af/content?ingress=portalb2b.neosolar.com.br,,,,1,Kit Energia Solar Off Grid - 680Wp 100Ah/24V Lítio (25049),,,340,2,0.68,680,5897.16,,,draft,Solar Kit|Neosolar,1,1,2,0,Solar Kit Off-Grid
,,1,6,kits,BRL,Neosolar,NEO-27475,https://portal.zydon.com.br/api/files/af8a3c8c-1ced-4340-9ee3-950705043f59/content?ingress=portalb2b.neosolar.com.br,,,,1,Kit Energia Solar Off Grid - 680Wp 100Ah/24V Lítio (27475),,,340,2,0.68,680,5925.34,,,draft,Solar Kit|Neosolar,1,1,2,0,Solar Kit Off-Grid
,,1,6,kits,BRL,Neosolar,NEO-25164,https://portalb2b.neosolar.com.br/b2b-noimage-white.svg,,,,1,Kit Energia Solar Off Grid - 680Wp 100Ah/24V Lítio 1000W/127V Ztroon,,,340,2,0.68,680,6760.28,,,draft,Solar Kit|Neosolar,1,1,2,0,Solar Kit Off-Grid
,,2,48,kits,BRL,Neosolar,NEO-27315,https://portal.zydon.com.br/api/files/b8854855-516a-437d-80be-3d7b80099cd0/content?ingress=portalb2b.neosolar.com.br,,,,1,"Kit Energia Solar Off Grid - 1,24kWp 100Ah/48V Lítio (27315)",,,620,4,24.0,2480,12909.01,,,draft,Solar Kit|Neosolar,2,1,4,0,Solar Kit Off-Grid
,,1,12,kits,BRL,Neosolar,NEO-23927,https://portal.zydon.com.br/api/files/83064596-0d87-4e31-9a51-3567bef61e6c/content?ingress=portalb2b.neosolar.com.br,,,,1,Kit Energia Solar Off Grid s/ Inversor - 30Wp 115/105Ah 12V Estacionária (23927),,,30,1,0.03,30,1248.54,,,draft,Solar Kit|Neosolar,1,1,1,0,Solar Kit Off-Grid
,,1,48,kits,BRL,Neosolar,NEO-27347,https://portal.zydon.com.br/api/files/2e6540f2-a35f-407e-b7e4-289e7b750caf/content?ingress=portalb2b.neosolar.com.br,,,,1,"Kit Energia Solar Off Grid - 1,24kWp 100Ah/48V Lítio - Inversor 2000W 48/127 (27347)",,,620,2,24.0,1240,0,,,draft,Solar Kit|Neosolar,1,2,2,0,Solar Kit Off-Grid
,,2,48,kits,BRL,Neosolar,NEO-27349,https://portal.zydon.com.br/api/files/068f88cc-b9e3-40c6-8445-804d8973a3ec/content?ingress=portalb2b.neosolar.com.br,,,,1,"Kit Energia Solar Off Grid - 1,24kWp 100Ah/48V Lítio  - Inversor 2000W 48/127 (27349)",,,620,4,24.0,2480,0,,,draft,Solar Kit|Neosolar,2,2,4,0,Solar Kit Off-Grid
,,1,12,kits,BRL,Neosolar,NEO-23928,https://portal.zydon.com.br/api/files/3711c72b-e21a-441a-bf0e-7c2a9047e7f0/content?ingress=portalb2b.neosolar.com.br,,,,1,Kit Energia Solar Off Grid s/ Inversor - 60Wp 115/105Ah 12V Estacionária (23928),,,60,1,0.06,60,1335.69,,,draft,Solar Kit|Neosolar,1,1,1,0,Solar Kit Off-Grid
,,1,12,kits,BRL,Neosolar,NEO-27339,https://portal.zydon.com.br/api/files/71d09171-d95d-414b-8098-c8aa51a9e7a1/content?ingress=portalb2b.neosolar.com.br,,,,1,Kit Energia Solar Off Grid s/ Inversor - 100Wp 115/105Ah 12V Estacionária (27339),,,100,1,0.1,100,1113.09,,,draft,Solar Kit|Neosolar,1,1,1,0,Solar Kit Off-Grid
,,1,12,kits,BRL,Neosolar,NEO-23929,https://portal.zydon.com.br/api/files/e69b0418-7f5a-4cbb-b192-4d3c85469019/content?ingress=portalb2b.neosolar.com.br,,,,1,Kit Energia Solar Off Grid s/ Inversor - 100Wp 115/105Ah 12V Estacionária (23929),,,100,1,0.1,100,1335.69,,,draft,Solar Kit|Neosolar,1,1,1,0,Solar Kit Off-Grid
,,2,12,kits,BRL,Neosolar,NEO-27476,https://portal.zydon.com.br/api/files/b0796b0b-50fb-4517-bda9-fdc52d918e47/content?ingress=portalb2b.neosolar.com.br,,,,1,Kit Energia Solar Off Grid - 680Wp 220Ah/24V (27476),,,340,2,0.68,680,4477.87,,,draft,Solar Kit|Neosolar,2,1,2,0,Solar Kit Off-Grid
,,1,12,kits,BRL,Neosolar,NEO-25131,https://portal.zydon.com.br/api/files/13b8f6d1-0f3b-40a9-a10e-2435a4a9f3d6/content?ingress=portalb2b.neosolar.com.br,,,,1,Kit Energia Solar para Starlink - 10h/dia (até 1.280 Wh/dia) - Chumbo (25131),,,320,320,102.4,102400,2800.88,,,draft,Solar Kit|Neosolar,1,1,320,0,Solar Kit Off-Grid
,,1,12,kits,BRL,Neosolar,NEO-26721,https://portal.zydon.com.br/api/files/1d885ade-f87c-444a-9380-cb1f1ea67062/content?ingress=portalb2b.neosolar.com.br,,,,1,Kit Energia Solar Off Grid s/ Inversor - 320Wp 240Ah / 220Ah 12V Estacionária (26721),,,160,2,0.32,320,2249.79,,,draft,Solar Kit|Neosolar,1,1,2,0,Solar Kit Off-Grid
,,1,12,kits,BRL,Neosolar,NEO-26720,https://portal.zydon.com.br/api/files/98d12825-13dc-47f1-b454-38628d4805cc/content?ingress=portalb2b.neosolar.com.br,,,,1,Kit Energia Solar Off Grid s/ Inversor - 320Wp 240Ah / 220Ah 12V Estacionária (26720),,,160,2,0.32,320,2195.68,,,draft,Solar Kit|Neosolar,1,1,2,0,Solar Kit Off-Grid
,,1,12,kits,BRL,Neosolar,NEO-25158,https://portalb2b.neosolar.com.br/b2b-noimage-white.svg,,,,1,Kit Energia Solar Off Grid - 160Wp 105Ah/12V 600W/127V Ztroon,,,160,1,0.16,160,2066.4,,,draft,Solar Kit|Neosolar,1,1,1,0,Solar Kit Off-Grid
,,2,12,kits,BRL,Neosolar,NEO-26722,https://portal.zydon.com.br/api/files/338fea19-d94b-4866-bd79-e01a9b4248d4/content?ingress=portalb2b.neosolar.com.br,,,,1,Kit Energia Solar Off Grid s/ Inversor - 480Wp 240Ah / 220Ah 12V Estacionária (26722),,,160,3,0.48,480,4096.94,,,draft,Solar Kit|Neosolar,2,1,3,0,Solar Kit Off-Grid
,,1,48,kits,BRL,Neosolar,NEO-27348,https://portal.zydon.com.br/api/files/24a67454-08a7-465c-af1f-dea016e95f76/content?ingress=portalb2b.neosolar.com.br,,,,1,"Kit Energia Solar Off Grid - 1,24kWp 100Ah/48V Lítio - Inversor 2000W 48/220 (27348)",,,620,2,24.0,1240,0,,,draft,Solar Kit|Neosolar,1,2,2,0,Solar Kit Off-Grid
,,2,48,kits,BRL,Neosolar,NEO-27378,https://portal.zydon.com.br/api/files/4043f6be-13f7-46b6-bb4f-c539af5b5e4e/content?ingress=portalb2b.neosolar.com.br,,,,1,"Kit Energia Solar Off Grid - 1,24kWp 100Ah/48V Lítio  - Inversor 2000W 48/220 (27378)",,,620,4,24.0,2480,13837.36,,,draft,Solar Kit|Neosolar,2,2,4,0,Solar Kit Off-Grid
,,3,12,kits,BRL,Neosolar,NEO-27313,https://portal.zydon.com.br/api/files/1e0197ce-fa25-4cd6-9027-3ed34ee417ed/content?ingress=portalb2b.neosolar.com.br,,,,1,Kit Energia Solar Off Grid s/ Inversor - 960Wp 240Ah / 220Ah 12V Estacionária (27313),,,160,6,0.96,960,6603.59,,,draft,Solar Kit|Neosolar,3,1,6,0,Solar Kit Off-Grid
,,1,12,kits,BRL,Neosolar,NEO-25130,https://portal.zydon.com.br/api/files/bf5101bb-a999-4d59-bff1-ade2037fb0c1/content?ingress=portalb2b.neosolar.com.br,,,,1,Kit Energia Solar para Starlink - 06h/dia (até 640 Wh/dia) - Chumbo (25130),,,160,160,25.6,25600,2365.8,,,draft,Solar Kit|Neosolar,1,1,160,0,Solar Kit Off-Grid
,,2,12,kits,BRL,Neosolar,NEO-25048,https://portal.zydon.com.br/api/files/ea32e3c6-2ef4-4895-97a2-d290e2d3f9e4/content?ingress=portalb2b.neosolar.com.br,,,,1,Kit Energia Solar Off Grid - 340Wp 105Ah/24V (25048),,,340,1,0.34,340,2596.31,,,draft,Solar Kit|Neosolar,2,1,1,0,Solar Kit Off-Grid
,,1,12,kits,BRL,Neosolar,NEO-25047,https://portal.zydon.com.br/api/files/b68dae69-1c7c-48b3-846a-b1fb519a1652/content?ingress=portalb2b.neosolar.com.br,,,,1,Kit Energia Solar Off Grid - 320Wp 150Ah/12V (25047),,,160,2,0.32,320,2159.1,,,draft,Solar Kit|Neosolar,1,1,2,0,Solar Kit Off-Grid
,,2,12,kits,BRL,Neosolar,NEO-25163,https://portalb2b.neosolar.com.br/b2b-noimage-white.svg,,,,1,Kit Energia Solar Off Grid - 340Wp 105Ah/24V 1000W/220V Ztroon,,,340,1,0.34,340,3511.28,,,draft,Solar Kit|Neosolar,2,1,1,0,Solar Kit Off-Grid
,,1,12,kits,BRL,Neosolar,NEO-25160,https://portalb2b.neosolar.com.br/b2b-noimage-white.svg,,,,1,Kit Energia Solar Off Grid - 320Wp 150Ah/12V 600W/127V Ztroon,,,160,2,0.32,320,2808.15,,,draft,Solar Kit|Neosolar,1,1,2,0,Solar Kit Off-Grid
,,2,12,kits,BRL,Neosolar,NEO-25162,https://portalb2b.neosolar.com.br/b2b-noimage-white.svg,,,,1,Kit Energia Solar Off Grid - 340Wp 105Ah/24V 1000W/127V Ztroon,,,340,1,0.34,340,3459.44,,,draft,Solar Kit|Neosolar,2,1,1,0,Solar Kit Off-Grid
,,1,48,kits,BRL,Neosolar,NEO-27267,https://portal.zydon.com.br/api/files/4df5cd62-233e-45c5-99b8-2ccda71fbfd2/content?ingress=portalb2b.neosolar.com.br,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 2,5kWp 100Ah 48/220V Lítio",,,620,4,5.0,2480,11193.04,,,draft,Solar Kit|Neosolar,1,0,4,0,Solar Kit Off-Grid
,,1,48,kits,BRL,Neosolar,NEO-27303,https://portal.zydon.com.br/api/files/6eae8354-3174-401e-85c5-892dd8e3caaf/content?ingress=portalb2b.neosolar.com.br,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 2,5kWp 100Ah 48/220V Lítio",,,620,4,5.0,2480,10911.3,,,draft,Solar Kit|Neosolar,1,0,4,0,Solar Kit Off-Grid
,,1,48,kits,BRL,Neosolar,NEO-27299,https://portal.zydon.com.br/api/files/b857d553-0c17-4bbd-a811-1898cfb588a4/content?ingress=portalb2b.neosolar.com.br,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 2,5kWp 100Ah 48/220V Lítio",,,620,4,5.0,2480,10377.48,,,draft,Solar Kit|Neosolar,1,0,4,0,Solar Kit Off-Grid
,,1,48,kits,BRL,Neosolar,NEO-27263,https://portal.zydon.com.br/api/files/54b92be7-7e8f-4746-be90-62fd84b3f9a6/content?ingress=portalb2b.neosolar.com.br,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 2,5kWp 100Ah 48/220V Lítio",,,620,4,5.0,2480,10659.23,,,draft,Solar Kit|Neosolar,1,0,4,0,Solar Kit Off-Grid
,,1,48,kits,BRL,Neosolar,NEO-27259,https://portal.zydon.com.br/api/files/809471e3-2560-46ff-b444-344573250c32/content?ingress=portalb2b.neosolar.com.br,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 2,5kWp 100Ah 48/220V Lítio",,,620,4,5.0,2480,24612.14,,,draft,Solar Kit|Neosolar,1,0,4,0,Solar Kit Off-Grid
,,1,12,kits,BRL,Neosolar,NEO-23699,https://portal.zydon.com.br/api/files/f2a0af91-2ec7-41b6-b4ab-53827b79ac67/content?ingress=portalb2b.neosolar.com.br,,,,1,Kit Energia Solar para Starlink - 06h/dia (até 640 Wh/dia) - Chumbo (23699),,,160,160,25.6,25600,0,,,draft,Solar Kit|Neosolar,1,1,160,0,Solar Kit Off-Grid
,,1,12,kits,BRL,Neosolar,NEO-25129,https://portal.zydon.com.br/api/files/c557aa12-84bd-49e5-a646-d3fab8a563dc/content?ingress=portalb2b.neosolar.com.br,,,,1,Kit Energia Solar para Starlink - 06h/dia (até 640 Wh/dia) - Chumbo (25129),,,160,160,25.6,25600,2308.33,,,draft,Solar Kit|Neosolar,1,1,160,0,Solar Kit Off-Grid
,,1,12,kits,BRL,Neosolar,NEO-23703,https://portal.zydon.com.br/api/files/dec6fd92-f947-494a-8f78-67b07877cfef/content?ingress=portalb2b.neosolar.com.br,,,,1,Kit Energia Solar para Starlink - 10h/dia (até 1.280 Wh/dia) - Chumbo (23703),,,320,320,102.4,102400,0,,,draft,Solar Kit|Neosolar,1,1,320,0,Solar Kit Off-Grid
,,4,48,kits,BRL,Neosolar,NEO-27266,https://portal.zydon.com.br/api/files/c5fd4272-1aa2-4bea-beed-5d619310ab3b/content?ingress=portalb2b.neosolar.com.br,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",,,620,8,4.96,4960,27052.83,,,draft,Solar Kit|Neosolar,4,0,8,0,Solar Kit Off-Grid
,,2,48,kits,BRL,Neosolar,NEO-27304,https://portal.zydon.com.br/api/files/cedcca07-1200-4524-ab3c-55fb95328188/content?ingress=portalb2b.neosolar.com.br,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 3,7kWp 100Ah 48/220V Lítio",,,620,6,7.0,3720,17905.56,,,draft,Solar Kit|Neosolar,2,0,6,0,Solar Kit Off-Grid
,,4,48,kits,BRL,Neosolar,NEO-27298,https://portal.zydon.com.br/api/files/c7d66d3a-6362-4897-b1cc-6270b89e876a/content?ingress=portalb2b.neosolar.com.br,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",,,620,8,4.96,4960,33358.45,,,draft,Solar Kit|Neosolar,4,0,8,0,Solar Kit Off-Grid
,,3,48,kits,BRL,Neosolar,NEO-27297,https://portal.zydon.com.br/api/files/af67ea85-8afd-4126-9734-900b60a6e591/content?ingress=portalb2b.neosolar.com.br,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",,,620,8,4.96,4960,54731.22,,,draft,Solar Kit|Neosolar,3,0,8,0,Solar Kit Off-Grid
,,3,48,kits,BRL,Neosolar,NEO-27305,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",,,620,8,4.96,4960,24026.52,,,draft,Solar Kit|Neosolar,3,0,8,0,Solar Kit Off-Grid
,,4,48,kits,BRL,Neosolar,NEO-27306,https://portal.zydon.com.br/api/files/571eec38-74e1-4637-9cfc-7ffc2ba692b6/content?ingress=portalb2b.neosolar.com.br,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",,,,,0.0,0,28906.33,,,draft,Solar Kit|Neosolar,4,0,0,0,Solar Kit Off-Grid
,,3,48,kits,BRL,Neosolar,NEO-27269,https://portal.zydon.com.br/api/files/59fc8d02-fe75-4490-ad09-2c7f79b8969f/content?ingress=portalb2b.neosolar.com.br,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",,,620,8,4.96,4960,24308.27,,,draft,Solar Kit|Neosolar,3,0,8,0,Solar Kit Off-Grid
,,2,48,kits,BRL,Neosolar,NEO-27268,https://portal.zydon.com.br/api/files/f5b10be3-8a63-4273-b74b-3dd64022ae96/content?ingress=portalb2b.neosolar.com.br,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 3,7kWp 100Ah 48/220V Lítio",,,620,6,7.0,3720,18187.3,,,draft,Solar Kit|Neosolar,2,0,6,0,Solar Kit Off-Grid
,,2,48,kits,BRL,Neosolar,NEO-27300,https://portal.zydon.com.br/api/files/e66abee9-8f2d-4bb3-bc19-69e7634afe42/content?ingress=portalb2b.neosolar.com.br,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 3,7kWp 100Ah 48/220V Lítio",,,620,6,7.0,3720,16837.93,,,draft,Solar Kit|Neosolar,2,0,6,0,Solar Kit Off-Grid
,,4,48,kits,BRL,Neosolar,NEO-27302,https://portal.zydon.com.br/api/files/5b8956da-3ab3-41cd-9d16-5de703e77ed9/content?ingress=portalb2b.neosolar.com.br,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",,,620,8,4.96,4960,26771.08,,,draft,Solar Kit|Neosolar,4,0,8,0,Solar Kit Off-Grid
,,3,48,kits,BRL,Neosolar,NEO-27301,,,,,,"Kit de Energia Solar Off Grid c/ Inv-car - 5,0kWp 100Ah 48/220V Lítio",,,620,8,4.96,4960,22425.08,,,draft,Solar Kit|Neosolar,3,0,8,0,Solar Kit Off-Grid
