wb-break-all,wb-break-all href,Label,f6,Link--muted,Link--muted href,ml-0,no-wrap,Link--inTextBlock href,text-right href,col-9,mr-3,blankslate-heading 3,color-fg-muted 3,Link--inTextBlock 3,Link--inTextBlock href 3
solana-ai-agent-ops,https://github.com/own-boldsbrain/solana-ai-agent-ops,Public,Forked from,SujithThirumalaisamy/solana-ai-agent-ops,https://github.com/SujithThirumalaisamy/solana-ai-agent-ops,Makefile,"Nov 29, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,,,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
courses,https://github.com/own-boldsbrain/courses,Public,Forked from,anthropics/courses,https://github.com/anthropics/courses,Jupyter Notebook,"Nov 26, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,Anthropic's educational courses,Other,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
tarsier,https://github.com/own-boldsbrain/tarsier,Public,Forked from,reworkd/tarsier,https://github.com/reworkd/tarsier,Jupyter Notebook,"Nov 25, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,Vision utilities for web interaction agents 👀,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
Kap,https://github.com/own-boldsbrain/Kap,Public,Forked from,wulkano/Kap,https://github.com/wulkano/Kap,TypeScript,"Nov 12, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,An open-source screen recorder built with web technology,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
job-board,https://github.com/own-boldsbrain/job-board,Public,Forked from,code100x/job-board,https://github.com/code100x/job-board,TypeScript,"Nov 3, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,100xdevs job board - temp domain attached ( will update soon ),,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
babyagi-ui,https://github.com/own-boldsbrain/babyagi-ui,Public,Forked from,miurla/babyagi-ui,https://github.com/miurla/babyagi-ui,TypeScript,"Oct 23, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,"BabyAGI UI is designed to make it easier to run and develop with babyagi in a web app, like a ChatGPT.",MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
real-time-game-spec,https://github.com/own-boldsbrain/real-time-game-spec,Public,Forked from,SujithThirumalaisamy/real-time-game-spec,https://github.com/SujithThirumalaisamy/real-time-game-spec,TypeScript,"Oct 21, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,,,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
formik,https://github.com/own-boldsbrain/formik,Public,Forked from,jaredpalmer/formik,https://github.com/jaredpalmer/formik,TypeScript,"Oct 18, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,"Build forms in React, without the tears 😭",Apache License 2.0,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
faetone,https://github.com/own-boldsbrain/faetone,Public template,Forked from,steven-tey/precedent,https://github.com/steven-tey/precedent,TypeScript,"Oct 2, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,"An opinionated collection of components, hooks, and utilities for your Next.js project.",MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
babyagi_archive,https://github.com/own-boldsbrain/babyagi_archive,Public,Forked from,yoheinakajima/babyagi_archive,https://github.com/yoheinakajima/babyagi_archive,Python,"Sep 30, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,Snapshot of the original BabyAGI repo as of September 2024,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
background-snippets,https://github.com/own-boldsbrain/background-snippets,Public,Forked from,ibelick/background-snippets,https://github.com/ibelick/background-snippets,TypeScript,"Sep 26, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,"Modern background snippets: copy, paste, ready-to-use",,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
langgraphjs-starter-template,https://github.com/own-boldsbrain/langgraphjs-starter-template,Public template,Forked from,langchain-ai/langgraphjs-starter-template,https://github.com/langchain-ai/langgraphjs-starter-template,TypeScript,"Sep 16, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,Extensible starting place for building LangGraph.js workflows in Studio.,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
SalesGPT,https://github.com/own-boldsbrain/SalesGPT,Public,Forked from,filip-michalsky/SalesGPT,https://github.com/filip-michalsky/SalesGPT,HTML,"Sep 16, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,Context-aware AI Sales Agent to automate sales outreach.,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
quick_email_scripts,https://github.com/own-boldsbrain/quick_email_scripts,Public,Forked from,yoheinakajima/quick_email_scripts,https://github.com/yoheinakajima/quick_email_scripts,Python,"Sep 10, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,A couple scripts to grab stats from email,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
multi-agent-meeting,https://github.com/own-boldsbrain/multi-agent-meeting,Public,Forked from,dsa/multi-agent-meeting,https://github.com/dsa/multi-agent-meeting,TypeScript,"Sep 4, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,,,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
perplexity_demo,https://github.com/own-boldsbrain/perplexity_demo,Public,Forked from,mme/perplexity_demo,https://github.com/mme/perplexity_demo,Python,"Aug 30, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,,,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
nextjs-livestream,https://github.com/own-boldsbrain/nextjs-livestream,Public,Forked from,livekit-examples/nextjs-livestream,https://github.com/livekit-examples/nextjs-livestream,TypeScript,"Aug 20, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,replaces the mobile backend repo and provides a web interface,,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
web-wallet,https://github.com/own-boldsbrain/web-wallet,Public,Forked from,100xdevs-cohort-3/web-wallet,https://github.com/100xdevs-cohort-3/web-wallet,JavaScript,"Aug 19, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,,,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
multi-agent-emergence-environments,https://github.com/own-boldsbrain/multi-agent-emergence-environments,Public,Forked from,openai/multi-agent-emergence-environments,https://github.com/openai/multi-agent-emergence-environments,Python,"Jul 30, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,"Environment generation code for the paper ""Emergent Tool Use From Multi-Agent Autocurricula""",MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
openbb-agents,https://github.com/own-boldsbrain/openbb-agents,Public,Forked from,OpenBB-finance/experimental-openbb-platform-agent,https://github.com/OpenBB-finance/experimental-openbb-platform-agent,Python,"Jul 22, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,R&D playground to play with agents and OpenBB,,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
modelfusion,https://github.com/own-boldsbrain/modelfusion,Public,Forked from,vercel/modelfusion,https://github.com/vercel/modelfusion,TypeScript,"Jul 19, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,The TypeScript library for building AI applications.,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
chatgpt-retrieval-plugin,https://github.com/own-boldsbrain/chatgpt-retrieval-plugin,Public,Forked from,openai/chatgpt-retrieval-plugin,https://github.com/openai/chatgpt-retrieval-plugin,Python,"Jul 4, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,The ChatGPT Retrieval Plugin lets you easily find personal or work documents by asking questions in natural language.,MIT License,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
typescript-book,https://github.com/own-boldsbrain/typescript-book,Public,Forked from,basarat/typescript-book,https://github.com/basarat/typescript-book,TypeScript,"Jun 29, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,📚 The definitive guide to TypeScript and possibly the best TypeScript book 📖. Free and Open Source 🌹,Other,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
tesla-style-solar-power-card,https://github.com/own-boldsbrain/tesla-style-solar-power-card,Public,Forked from,reptilex/tesla-style-solar-power-card,https://github.com/reptilex/tesla-style-solar-power-card,TypeScript,"Jun 23, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,Home assistant power card mimicking the one tesla provides for the powerwall app.,,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
co2-backend,https://github.com/own-boldsbrain/co2-backend,Public,Forked from,jakobhoeg/co2-backend,https://github.com/jakobhoeg/co2-backend,TypeScript,"Jun 14, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,,,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
github-sol-auto-dispenser,https://github.com/own-boldsbrain/github-sol-auto-dispenser,Public,Forked from,code100x/github-sol-auto-dispenser,https://github.com/code100x/github-sol-auto-dispenser,TypeScript,"May 23, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,Create a github app that listens to events on a PR and dispenses users funds in crypto. Use the SOL blockchain,,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
decentralized-fiverr,https://github.com/own-boldsbrain/decentralized-fiverr,Public,Forked from,code100x/decentralized-fiverr,https://github.com/code100x/decentralized-fiverr,TypeScript,"May 21, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,"As the name suggests, we need a simple decentralized marketplace where payments are escrowed and dispensed post job completion",,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
bounty-hook,https://github.com/own-boldsbrain/bounty-hook,Public,Forked from,code100x/bounty-hook,https://github.com/code100x/bounty-hook,TypeScript,"May 20, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,,,,Uh oh!,There was an error while loading. .,Please reload this page,https://github.com/own-boldsbrain?page=12&tab=repositories
bananalyzer,https://github.com/own-boldsbrain/bananalyzer,Public,Forked from,reworkd/bananalyzer,https://github.com/reworkd/bananalyzer,Python,"Jan 1, 2025",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],Open source AI Agent evaluation framework for web tasks 🐒🍌,MIT License,,,,
ai-sdk-preview-pdf-support,https://github.com/own-boldsbrain/ai-sdk-preview-pdf-support,Public,Forked from,vercel-labs/ai-sdk-preview-pdf-support,https://github.com/vercel-labs/ai-sdk-preview-pdf-support,TypeScript,"Dec 12, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],,Other,,,,
solana-ai-agent-ops,https://github.com/own-boldsbrain/solana-ai-agent-ops,Public,Forked from,SujithThirumalaisamy/solana-ai-agent-ops,https://github.com/SujithThirumalaisamy/solana-ai-agent-ops,Makefile,"Nov 29, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],,,,,,
courses,https://github.com/own-boldsbrain/courses,Public,Forked from,anthropics/courses,https://github.com/anthropics/courses,Jupyter Notebook,"Nov 26, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],Anthropic's educational courses,Other,,,,
tarsier,https://github.com/own-boldsbrain/tarsier,Public,Forked from,reworkd/tarsier,https://github.com/reworkd/tarsier,Jupyter Notebook,"Nov 25, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],Vision utilities for web interaction agents 👀,MIT License,,,,
Kap,https://github.com/own-boldsbrain/Kap,Public,Forked from,wulkano/Kap,https://github.com/wulkano/Kap,TypeScript,"Nov 12, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],An open-source screen recorder built with web technology,MIT License,,,,
job-board,https://github.com/own-boldsbrain/job-board,Public,Forked from,code100x/job-board,https://github.com/code100x/job-board,TypeScript,"Nov 3, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],100xdevs job board - temp domain attached ( will update soon ),,,,,
babyagi-ui,https://github.com/own-boldsbrain/babyagi-ui,Public,Forked from,miurla/babyagi-ui,https://github.com/miurla/babyagi-ui,TypeScript,"Oct 23, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],"BabyAGI UI is designed to make it easier to run and develop with babyagi in a web app, like a ChatGPT.",MIT License,,,,
real-time-game-spec,https://github.com/own-boldsbrain/real-time-game-spec,Public,Forked from,SujithThirumalaisamy/real-time-game-spec,https://github.com/SujithThirumalaisamy/real-time-game-spec,TypeScript,"Oct 21, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],,,,,,
formik,https://github.com/own-boldsbrain/formik,Public,Forked from,jaredpalmer/formik,https://github.com/jaredpalmer/formik,TypeScript,"Oct 18, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],"Build forms in React, without the tears 😭",Apache License 2.0,,,,
faetone,https://github.com/own-boldsbrain/faetone,Public template,Forked from,steven-tey/precedent,https://github.com/steven-tey/precedent,TypeScript,"Oct 2, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],"An opinionated collection of components, hooks, and utilities for your Next.js project.",MIT License,,,,
babyagi_archive,https://github.com/own-boldsbrain/babyagi_archive,Public,Forked from,yoheinakajima/babyagi_archive,https://github.com/yoheinakajima/babyagi_archive,Python,"Sep 30, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],Snapshot of the original BabyAGI repo as of September 2024,MIT License,,,,
background-snippets,https://github.com/own-boldsbrain/background-snippets,Public,Forked from,ibelick/background-snippets,https://github.com/ibelick/background-snippets,TypeScript,"Sep 26, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],"Modern background snippets: copy, paste, ready-to-use",,,,,
langgraphjs-starter-template,https://github.com/own-boldsbrain/langgraphjs-starter-template,Public template,Forked from,langchain-ai/langgraphjs-starter-template,https://github.com/langchain-ai/langgraphjs-starter-template,TypeScript,"Sep 16, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],Extensible starting place for building LangGraph.js workflows in Studio.,MIT License,,,,
SalesGPT,https://github.com/own-boldsbrain/SalesGPT,Public,Forked from,filip-michalsky/SalesGPT,https://github.com/filip-michalsky/SalesGPT,HTML,"Sep 16, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],Context-aware AI Sales Agent to automate sales outreach.,MIT License,,,,
quick_email_scripts,https://github.com/own-boldsbrain/quick_email_scripts,Public,Forked from,yoheinakajima/quick_email_scripts,https://github.com/yoheinakajima/quick_email_scripts,Python,"Sep 10, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],A couple scripts to grab stats from email,MIT License,,,,
multi-agent-meeting,https://github.com/own-boldsbrain/multi-agent-meeting,Public,Forked from,dsa/multi-agent-meeting,https://github.com/dsa/multi-agent-meeting,TypeScript,"Sep 4, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],,,,,,
perplexity_demo,https://github.com/own-boldsbrain/perplexity_demo,Public,Forked from,mme/perplexity_demo,https://github.com/mme/perplexity_demo,Python,"Aug 30, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],,,,,,
nextjs-livestream,https://github.com/own-boldsbrain/nextjs-livestream,Public,Forked from,livekit-examples/nextjs-livestream,https://github.com/livekit-examples/nextjs-livestream,TypeScript,"Aug 20, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],replaces the mobile backend repo and provides a web interface,,,,,
web-wallet,https://github.com/own-boldsbrain/web-wallet,Public,Forked from,100xdevs-cohort-3/web-wallet,https://github.com/100xdevs-cohort-3/web-wallet,JavaScript,"Aug 19, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],,,,,,
multi-agent-emergence-environments,https://github.com/own-boldsbrain/multi-agent-emergence-environments,Public,Forked from,openai/multi-agent-emergence-environments,https://github.com/openai/multi-agent-emergence-environments,Python,"Jul 30, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],"Environment generation code for the paper ""Emergent Tool Use From Multi-Agent Autocurricula""",MIT License,,,,
openbb-agents,https://github.com/own-boldsbrain/openbb-agents,Public,Forked from,OpenBB-finance/experimental-openbb-platform-agent,https://github.com/OpenBB-finance/experimental-openbb-platform-agent,Python,"Jul 22, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],R&D playground to play with agents and OpenBB,,,,,
modelfusion,https://github.com/own-boldsbrain/modelfusion,Public,Forked from,vercel/modelfusion,https://github.com/vercel/modelfusion,TypeScript,"Jul 19, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],The TypeScript library for building AI applications.,MIT License,,,,
chatgpt-retrieval-plugin,https://github.com/own-boldsbrain/chatgpt-retrieval-plugin,Public,Forked from,openai/chatgpt-retrieval-plugin,https://github.com/openai/chatgpt-retrieval-plugin,Python,"Jul 4, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],The ChatGPT Retrieval Plugin lets you easily find personal or work documents by asking questions in natural language.,MIT License,,,,
typescript-book,https://github.com/own-boldsbrain/typescript-book,Public,Forked from,basarat/typescript-book,https://github.com/basarat/typescript-book,TypeScript,"Jun 29, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],📚 The definitive guide to TypeScript and possibly the best TypeScript book 📖. Free and Open Source 🌹,Other,,,,
tesla-style-solar-power-card,https://github.com/own-boldsbrain/tesla-style-solar-power-card,Public,Forked from,reptilex/tesla-style-solar-power-card,https://github.com/reptilex/tesla-style-solar-power-card,TypeScript,"Jun 23, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],Home assistant power card mimicking the one tesla provides for the powerwall app.,,,,,
co2-backend,https://github.com/own-boldsbrain/co2-backend,Public,Forked from,jakobhoeg/co2-backend,https://github.com/jakobhoeg/co2-backend,TypeScript,"Jun 14, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],,,,,,
github-sol-auto-dispenser,https://github.com/own-boldsbrain/github-sol-auto-dispenser,Public,Forked from,code100x/github-sol-auto-dispenser,https://github.com/code100x/github-sol-auto-dispenser,TypeScript,"May 23, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],Create a github app that listens to events on a PR and dispenses users funds in crypto. Use the SOL blockchain,,,,,
decentralized-fiverr,https://github.com/own-boldsbrain/decentralized-fiverr,Public,Forked from,code100x/decentralized-fiverr,https://github.com/code100x/decentralized-fiverr,TypeScript,"May 21, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],"As the name suggests, we need a simple decentralized marketplace where payments are escrowed and dispensed post job completion",,,,,
bounty-hook,https://github.com/own-boldsbrain/bounty-hook,Public,Forked from,code100x/bounty-hook,https://github.com/code100x/bounty-hook,TypeScript,"May 20, 2024",https://github.com/own-boldsbrain?page=12&tab=repositories,[object Object],,,,,,
ATi18n,https://github.com/own-boldsbrain/ATi18n,Public,Forked from,Cs4K1Sr4C/ATi18n,https://github.com/Cs4K1Sr4C/ATi18n,TypeScript,"May 10, 2024",https://github.com/own-boldsbrain?page=13&tab=repositories,[object Object],🤖 AI driven interactive and autonomous i18n extractor and translator for projects with i18n internationalization modules 🌍,,,,,
jsondr,https://github.com/own-boldsbrain/jsondr,Public,Forked from,yoheinakajima/jsondr,https://github.com/yoheinakajima/jsondr,Python,"May 8, 2024",https://github.com/own-boldsbrain?page=13&tab=repositories,[object Object],converts url content into JSON with a simple prefix,MIT License,,,,
rubberduck-vscode,https://github.com/own-boldsbrain/rubberduck-vscode,Public,Forked from,lgrammel/rubberduck-vscode,https://github.com/lgrammel/rubberduck-vscode,TypeScript,"May 7, 2024",https://github.com/own-boldsbrain?page=13&tab=repositories,[object Object],"Use AI-powered code edits, explanations, code generation, error diagnosis, and chat in Visual Studio Code with the official OpenAI API.",MIT License,,,,
openstreetmap-tile-server,https://github.com/own-boldsbrain/openstreetmap-tile-server,Public,Forked from,Overv/openstreetmap-tile-server,https://github.com/Overv/openstreetmap-tile-server,Shell,"Apr 20, 2024",https://github.com/own-boldsbrain?page=13&tab=repositories,[object Object],Docker file for a minimal effort OpenStreetMap tile server,Apache License 2.0,,,,
what-bot,https://github.com/own-boldsbrain/what-bot,Public,Forked from,code100x/what-bot,https://github.com/code100x/what-bot,TypeScript,"Apr 8, 2024",https://github.com/own-boldsbrain?page=13&tab=repositories,[object Object],,,,,,
web3-frontends,https://github.com/own-boldsbrain/web3-frontends,Public,Forked from,code100x/web3-frontends,https://github.com/code100x/web3-frontends,TypeScript,"Apr 4, 2024",https://github.com/own-boldsbrain?page=13&tab=repositories,[object Object],A repo containing various frontend components that can be used by/for web3 companies,MIT License,,,,
maddpg,https://github.com/own-boldsbrain/maddpg,Public,Forked from,openai/maddpg,https://github.com/openai/maddpg,Python,"Apr 1, 2024",https://github.com/own-boldsbrain?page=13&tab=repositories,[object Object],"Code for the MADDPG algorithm from the paper ""Multi-Agent Actor-Critic for Mixed Cooperative-Competitive Environments""",MIT License,,,,
emoji-data,https://github.com/own-boldsbrain/emoji-data,Public,Forked from,iamcal/emoji-data,https://github.com/iamcal/emoji-data,HTML,"Mar 28, 2024",https://github.com/own-boldsbrain?page=13&tab=repositories,[object Object],Easy to parse data and spritesheets for emoji,MIT License,,,,
sol-notifier,https://github.com/own-boldsbrain/sol-notifier,Public,Forked from,code100x/sol-notifier,https://github.com/code100x/sol-notifier,,"Mar 15, 2024",https://github.com/own-boldsbrain?page=13&tab=repositories,[object Object],A simple frontend that let's users connect their wallets to notification sources like TG/WA/Native notifications on browser,,,,,
NFT-Marketplace,https://github.com/own-boldsbrain/NFT-Marketplace,Public,Forked from,BravoNatalie/NFT-Marketplace,https://github.com/BravoNatalie/NFT-Marketplace,JavaScript,"Jan 29, 2024",https://github.com/own-boldsbrain?page=13&tab=repositories,[object Object],"A NFT marketplace that enables the creation, sale, and purchase of digital art as NFTs.",MIT License,,,,
GhostTrack,https://github.com/own-boldsbrain/GhostTrack,Public,Forked from,HunxByts/GhostTrack,https://github.com/HunxByts/GhostTrack,Python,"Jan 11, 2024",https://github.com/own-boldsbrain?page=13&tab=repositories,[object Object],Useful tool to track location or mobile number,,,,,
Leo-s-Bug-Tracker,https://github.com/own-boldsbrain/Leo-s-Bug-Tracker,Public,Forked from,FiggyHunter/Leo-s-Bug-Tracker,https://github.com/FiggyHunter/Leo-s-Bug-Tracker,TypeScript,"Dec 22, 2023",https://github.com/own-boldsbrain?page=13&tab=repositories,[object Object],"A full-stack, self and cloud hosted, modern, custom designed, bug tracker. SEE LIVE EARLY PREVIEW: https://bug.leonardoroic.com",,,,,
spotify-astro-transitions,https://github.com/own-boldsbrain/spotify-astro-transitions,Public,Forked from,igorm84/spotify-astro-transitions,https://github.com/igorm84/spotify-astro-transitions,Astro,"Sep 22, 2023",https://github.com/own-boldsbrain?page=13&tab=repositories,[object Object],Clone of Spotify with Astro View Transitions integration for fluid navigation,,,,,
mapbox-gl-native,https://github.com/own-boldsbrain/mapbox-gl-native,Public,Forked from,mapbox/mapbox-gl-native,https://github.com/mapbox/mapbox-gl-native,C++,"Jul 27, 2023",https://github.com/own-boldsbrain?page=13&tab=repositories,[object Object],"Interactive, thoroughly customizable maps in native Android, iOS, macOS, Node.js, and Qt applications, powered by vector tiles and OpenGL",Other,,,,
vrs,https://github.com/own-boldsbrain/vrs,Public,Forked from,vercel/vrs,https://github.com/vercel/vrs,TypeScript,"Jul 13, 2023",https://github.com/own-boldsbrain?page=13&tab=repositories,[object Object],A serverless virtual reality e-commerce experience powered by Vercel,Apache License 2.0,,,,
epe4md,https://github.com/own-boldsbrain/epe4md,Public,Forked from,cran/epe4md,https://github.com/cran/epe4md,R,"Jul 5, 2023",https://github.com/own-boldsbrain?page=13&tab=repositories,[object Object],❗ This is a read-only mirror of the CRAN R package repository. epe4md — EPE's 4MD Model to Forecast the Adoption of Distributed Generation. Homepage: https://epe-gov-br.github.io/epe4md/,,,,,
conversational-voice-capture,https://github.com/own-boldsbrain/conversational-voice-capture,Public,Forked from,facebookresearch/conversational-voice-capture,https://github.com/facebookresearch/conversational-voice-capture,TypeScript,"Jun 21, 2023",https://github.com/own-boldsbrain?page=13&tab=repositories,[object Object],A general purpose web app for connecting participants to engage in realtime conversations based on generated prompts.,MIT License,,,,
EnergyGenForecaster,https://github.com/own-boldsbrain/EnergyGenForecaster,Public,Forked from,olucaslopes/EnergyGenForecaster,https://github.com/olucaslopes/EnergyGenForecaster,Python,"Apr 30, 2023",https://github.com/own-boldsbrain?page=13&tab=repositories,[object Object],Time Series Forecasting app that predicts solar energy generation potential for homeowners across all 5570 Brazilian cities based on historical solar irradiation data,,,,,
b2b-server,https://github.com/own-boldsbrain/b2b-server,Public,Forked from,shahednasser/b2b-server,https://github.com/shahednasser/b2b-server,JavaScript,"Mar 13, 2023",https://github.com/own-boldsbrain?page=13&tab=repositories,[object Object],Code base for B2B server,,,,,
PV-Hawk,https://github.com/own-boldsbrain/PV-Hawk,Public,Forked from,LukasBommes/PV-Hawk,https://github.com/LukasBommes/PV-Hawk,Python,"Jan 2, 2023",https://github.com/own-boldsbrain?page=13&tab=repositories,[object Object],Tool for the extraction and mapping of photovoltaics modules from IR drone videos of utility-scale PV plants (my PhD project),MIT License,,,,
nextjs-dao,https://github.com/own-boldsbrain/nextjs-dao,Public,Forked from,ibelick/nextjs-dao,https://github.com/ibelick/nextjs-dao,TypeScript,"Jan 20, 2022",https://github.com/own-boldsbrain?page=13&tab=repositories,[object Object],Nextjs DAO app with TypeScript and Tailwind CSS. Powered by buildspace x thirdweb DAO project,,,,,
photovoltaic-detection,https://github.com/own-boldsbrain/photovoltaic-detection,Public,Forked from,riccardocadei/photovoltaic-detection,https://github.com/riccardocadei/photovoltaic-detection,Jupyter Notebook,"Nov 30, 2021",https://github.com/own-boldsbrain?page=13&tab=repositories,[object Object],Detecting available rooftop area from satellite images to install photovoltaic panels - LESO-PB Lab @ EPFL,MIT License,,,,
