distributor,id,name,manufacturer,model,sku,category,type,price_brl,power_kw,power_w,voltage_v,current_a,efficiency_percent,certifications,currency,description,height_mm,image_url,length_mm,price_per_unit,stock_available,stock_quantity,tags,voltage_range,warranty_years,weight_kg,width_mm
Fortlev,fortlev_inverters_IIN00236,GROWATT ON-GRID 50KW - 220V - 8 MPPT - AFCI (MAX50KTL3-XL2),Growatt,,,inverters,,,,,,,,,BRL,GROWATT ON-GRID 50KW - 220V - 8 MPPT - AFCI (MAX50KTL3-XL2),,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00222,SUNGROW ON-GRID 9KW - 220V - 3 MPPT - AFCI (SG9.0RS-L),Sungrow,,,inverters,,,,,,,,,BRL,SUNGROW ON-GRID 9KW - 220V - 3 MPPT - AFCI (SG9.0RS-L),,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00221,SUNGROW ON-GRID 6KW - 220V - 2 MPPT - AFCI (SG6.0RS-L),Sungrow,,,inverters,,,,,,,,,BRL,SUNGROW ON-GRID 6KW - 220V - 2 MPPT - AFCI (SG6.0RS-L),,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00220,SUNGROW ON-GRID 5KW - 220V - 2 MPPT - AFCI (SG5.0RS-L),Sungrow,,,inverters,,,,,,,,,BRL,SUNGROW ON-GRID 5KW - 220V - 2 MPPT - AFCI (SG5.0RS-L),,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00218,SUNGROW ON-GRID 10KW - 220V - 3 MPPT - AFCI (SG10RS-L),Sungrow,,,inverters,,,,,,,,,BRL,SUNGROW ON-GRID 10KW - 220V - 3 MPPT - AFCI (SG10RS-L),,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00217,SUNGROW ON-GRID 8KW - 220V - 2 MPPT - AFCI (SG8.0RS-L),Sungrow,,,inverters,,,,,,,,,BRL,SUNGROW ON-GRID 8KW - 220V - 2 MPPT - AFCI (SG8.0RS-L),,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00216,SUNGROW ON-GRID 110KW - 380V - 12 MPPT - AFCI (SG110CX-P2),Sungrow,,,inverters,,,,,,,,,BRL,SUNGROW ON-GRID 110KW - 380V - 12 MPPT - AFCI (SG110CX-P2),,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00215,SUNGROW ON-GRID 75KW - 380V - 8 MPPT - AFCI (SG75CX-P2),Sungrow,,,inverters,,,,,,,,,BRL,SUNGROW ON-GRID 75KW - 380V - 8 MPPT - AFCI (SG75CX-P2),,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00212,SUNGROW ON-GRID 25KW - 220V - 3 MPPT - AFCI (SG25CX-P2-LV),Sungrow,,,inverters,,,,,,,,,BRL,SUNGROW ON-GRID 25KW - 220V - 3 MPPT - AFCI (SG25CX-P2-LV),,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00211,SUNGROW ON-GRID 20KW - 220V - 3 MPPT - AFCI (SG20CX-P2-LV),Sungrow,,,inverters,,,,,,,,,BRL,SUNGROW ON-GRID 20KW - 220V - 3 MPPT - AFCI (SG20CX-P2-LV),,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00210,SUNGROW ON-GRID 15KW - 220V - 2 MPPT - AFCI (SG15CX-P2-LV),Sungrow,,,inverters,,,,,,,,,BRL,SUNGROW ON-GRID 15KW - 220V - 2 MPPT - AFCI (SG15CX-P2-LV),,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00196,SUNGROW ON-GRID 30KW - 380V - 3 MPPT - AFCI (SG30CX-P2),Sungrow,,,inverters,,,,,,,,,BRL,SUNGROW ON-GRID 30KW - 380V - 3 MPPT - AFCI (SG30CX-P2),,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00195,SUNGROW ON-GRID 25KW - 380V - 3 MPPT - AFCI (SG25CX-P2),Sungrow,,,inverters,,,,,,,,,BRL,SUNGROW ON-GRID 25KW - 380V - 3 MPPT - AFCI (SG25CX-P2),,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00194,SUNGROW ON-GRID 40KW - 380V - 4 MPPT - AFCI (SG40CX-P2),Sungrow,,,inverters,,,,,,,,,BRL,SUNGROW ON-GRID 40KW - 380V - 4 MPPT - AFCI (SG40CX-P2),,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00193,FOXESS  ON-GRID 3KW - 220V - 1 MPPT - AFCI (S3000-G2),Foxess,,,inverters,,,,,,,,,BRL,FOXESS  ON-GRID 3KW - 220V - 1 MPPT - AFCI (S3000-G2),,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00190,FOXESS T15-G3 - 380V - 2MPPT,Foxess,,,inverters,,,,,,,,,BRL,FOXESS T15-G3 - 380V - 2MPPT,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00189,FOXESS  ON-GRID 12KW - 380V - 2 MPPT - AFCI (T12-G3),Foxess,,,inverters,,,,,,,,,BRL,FOXESS  ON-GRID 12KW - 380V - 2 MPPT - AFCI (T12-G3),,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00188,FOXESS  ON-GRID 6KW - 220V - 2 MPPT - AFCI (F6000-G2),Foxess,,,inverters,,,,,,,,,BRL,FOXESS  ON-GRID 6KW - 220V - 2 MPPT - AFCI (F6000-G2),,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00185,FOXESS  ON-GRID 8KW - 220V - 3 MPPT - AFCI (G8),Foxess,,,inverters,,,,,,,,,BRL,FOXESS  ON-GRID 8KW - 220V - 3 MPPT - AFCI (G8),,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00184,FOXESS  ON-GRID 5KW - 220V - 2 MPPT - AFCI (F5000-G2),Foxess,,,inverters,,,,,,,,,BRL,FOXESS  ON-GRID 5KW - 220V - 2 MPPT - AFCI (F5000-G2),,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00170,GROWATT MAX60KTL3-XL 2 - 220V - 8MPPT,Growatt,,,inverters,,,,,,,,,BRL,GROWATT MAX60KTL3-XL 2 - 220V - 8MPPT,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00169,GROWATT MAX 75KTL3-XL 2 - 220V - 8MPPT,Growatt,,,inverters,,,,,,,,,BRL,GROWATT MAX 75KTL3-XL 2 - 220V - 8MPPT,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00180,SUNGROW ON-GRID 50KW - 380V - 4 MPPT - AFCI (SG50CX-P2),Sungrow,,,inverters,,,,,,,,,BRL,SUNGROW ON-GRID 50KW - 380V - 4 MPPT - AFCI (SG50CX-P2),,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00144,GROWATT MID36KTL3- X - 380V - 4MPPT,Growatt,,,inverters,,,,,,,,,BRL,GROWATT MID36KTL3- X - 380V - 4MPPT,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00110,GROWATT MAC30KTL3-XL - 220V - 3MPPT,Growatt,,,inverters,,,,,,,,,BRL,GROWATT MAC30KTL3-XL - 220V - 3MPPT,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00104,GOODWE GW50KN-MT - 380V - 4MPPT,Goodwe,,,inverters,,,,,,,,,BRL,GOODWE GW50KN-MT - 380V - 4MPPT,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00083,GROWATT MID20KTL3-X - 380V - 2MPPT,Growatt,,,inverters,,,,,,,,,BRL,GROWATT MID20KTL3-X - 380V - 2MPPT,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00082,GROWATT ON-GRID 60KW - 380V - 3 MPPT (MAC60KTL3-X-LV),Growatt,,,inverters,,,,,,,,,BRL,GROWATT ON-GRID 60KW - 380V - 3 MPPT (MAC60KTL3-X-LV),,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00081,GROWATT ON-GRID 75KW - 380V - 7 MPPT - AFCI (MAX75KTL3-LV),Growatt,,,inverters,,,,,,,,,BRL,GROWATT ON-GRID 75KW - 380V - 7 MPPT - AFCI (MAX75KTL3-LV),,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00079,GROWATT MID15KTL3-X - 380V - 2MPPT,Growatt,,,inverters,,,,,,,,,BRL,GROWATT MID15KTL3-X - 380V - 2MPPT,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00078,GROWATT MIC3000TL-X -220V - 1MPPT,Growatt,,,inverters,,,,,,,,,BRL,GROWATT MIC3000TL-X -220V - 1MPPT,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00034,SUNGROW SG40CX - 380V - 4MPPT,Sungrow,,,inverters,,,,,,,,,BRL,SUNGROW SG40CX - 380V - 4MPPT,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00033,SUNGROW SG33CX - 380V - 3MPPT,Sungrow,,,inverters,,,,,,,,,BRL,SUNGROW SG33CX - 380V - 3MPPT,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00388,TC ENPHASE P/ ENVOY-S 220/380V,Enphase,,,inverters,,,,,,,,,BRL,TC ENPHASE P/ ENVOY-S 220/380V,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00371,HUAWEI SMARTPS-250A-T0-DTSU666-H 250A/50MA,Huawei,,,inverters,,,,,,,,,BRL,HUAWEI SMARTPS-250A-T0-DTSU666-H 250A/50MA,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00326,GROWATT SMART ENERGY 300KW,Growatt,,,inverters,,,,,,,,,BRL,GROWATT SMART ENERGY 300KW,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00325,GROWATT SMART ENERGY 100KW,Growatt,,,inverters,,,,,,,,,BRL,GROWATT SMART ENERGY 100KW,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00334,SMART METER FOXESS DDSU666,Foxess,,,inverters,,,,,,,,,BRL,SMART METER FOXESS DDSU666,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00333,SMART METER FOXESS DTSU666 5(80)A,Foxess,,,inverters,,,,,,,,,BRL,SMART METER FOXESS DTSU666 5(80)A,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00332,SMART METER FOXESS DTSU666 1.5(6),Foxess,,,inverters,,,,,,,,,BRL,SMART METER FOXESS DTSU666 1.5(6),,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00045,FRONIUS SMART METER 63A-3,Fronius,,,inverters,,,,,,,,,BRL,FRONIUS SMART METER 63A-3,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00369,HUAWEI LOGGER SDONGLEA-05,Huawei,,,inverters,,,,,,,,,BRL,HUAWEI LOGGER SDONGLEA-05,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00353,FERRAMENTO DE DESCONEXÃO FOXESS Q1,Foxess,,,inverters,,,,,,,,,BRL,FERRAMENTO DE DESCONEXÃO FOXESS Q1,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00356,"CABO TRONCO - FOXESS (2,4M/ 10AWG)",Foxess,,,inverters,,,,,,,,,BRL,"CABO TRONCO - FOXESS (2,4M/ 10AWG)",,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00355,CONECTOR DE BARRAMENTO CA Q1,Unknown,,,inverters,,,,,,,,,BRL,CONECTOR DE BARRAMENTO CA Q1,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00354,CONEXTOR AC MACHO FOXESS Q1,Foxess,,,inverters,,,,,,,,,BRL,CONEXTOR AC MACHO FOXESS Q1,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00351,TAMPA DE EXTREMIDADE DE BARRAMENTO CA,Unknown,,,inverters,,,,,,,,,BRL,TAMPA DE EXTREMIDADE DE BARRAMENTO CA,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00294,SMART METER GROWATT SPM-E,Growatt,,,inverters,,,,,,,,,BRL,SMART METER GROWATT SPM-E,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00293,SMART METER GROWATT TPM-E,Growatt,,,inverters,,,,,,,,,BRL,SMART METER GROWATT TPM-E,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00300,DISPOSITIVO DE DESCONEXAO IQ-RELAY-LN-BR,Unknown,,,inverters,,,,,,,,,BRL,DISPOSITIVO DE DESCONEXAO IQ-RELAY-LN-BR,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00295,ENPHASE - IQ-RELAY-LL-BR,Enphase,,,inverters,,,,,,,,,BRL,ENPHASE - IQ-RELAY-LL-BR,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00213,HUAWEI SMART LOGGER 3000A00GL,Huawei,,,inverters,,,,,,,,,BRL,HUAWEI SMART LOGGER 3000A00GL,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00272,HUAWEI SMART LOGGER 3000B02EU,Huawei,,,inverters,,,,,,,,,BRL,HUAWEI SMART LOGGER 3000B02EU,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00282,NEP DISPOSITIVO DE RSD 20A P/ 3 MÓDULO – PVG-3-20A-L (MC4),Nep,,,inverters,,,,,,,,,BRL,NEP DISPOSITIVO DE RSD 20A P/ 3 MÓDULO – PVG-3-20A-L (MC4),,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00270,CONJUNTO CONECTOR CA / TAMPA TERMINAL FOXESS,Foxess,,,inverters,,,,,,,,,BRL,CONJUNTO CONECTOR CA / TAMPA TERMINAL FOXESS,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00158,TC ENPHASE P/ ENVOY IQ 127/220V,Enphase,,,inverters,,,,,,,,,BRL,TC ENPHASE P/ ENVOY IQ 127/220V,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00162,TAMPA TERMINAL P/ CABO-Q UNIT ENPHASE,Enphase,,,inverters,,,,,,,,,BRL,TAMPA TERMINAL P/ CABO-Q UNIT ENPHASE,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00199,OTIMIZADOR S1200 - 125V - MC4,Unknown,,,inverters,,,,,,,,,BRL,OTIMIZADOR S1200 - 125V - MC4,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00024,EQUIP WIFI SUNGROW,Sungrow,,,inverters,,,,,,,,,BRL,EQUIP WIFI SUNGROW,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00040,COM100E - CAIXA DE MONITORAMENTO PARA INVERSORES,Unknown,,,inverters,,,,,,,,,BRL,COM100E - CAIXA DE MONITORAMENTO PARA INVERSORES,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00168,MONITORAMENTO ENPHASE - MONO 220 / TRI 380V ENV-S-AM1-230-60,Enphase,,,inverters,,,,,,,,,BRL,MONITORAMENTO ENPHASE - MONO 220 / TRI 380V ENV-S-AM1-230-60,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00174,MONITORAMENTO ENPHASE - TRIFASICO 220V - ENV-IQ-AM3-3P,Enphase,,,inverters,,,,,,,,,BRL,MONITORAMENTO ENPHASE - TRIFASICO 220V - ENV-IQ-AM3-3P,,,,,,,,,,,
Fortlev,fortlev_inverters_IIN00093,"EV KIT, CABLE 7.6M, TYPE 2, 32A, HOLDER V2",Unknown,,,inverters,,,,,,,,,BRL,"EV KIT, CABLE 7.6M, TYPE 2, 32A, HOLDER V2",,,,,,,,,,,
Solfacil,solfacil_inverters_1,ENPHASE IQ8P-72-2-BR,ENPHASE,,,inverters,,,,,,,,,BRL,MICRO INVERSOR FOTOVOLTAICO IQ8P-72-2-BR - SUL EX 0.475KW ENPHASE MONO 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_2,GOODWE EZLOGGER PRO,GOODWE,,,inverters,,,,,,,,,BRL,MEDIDOR INTELIGENTE - EZLOGGER PRO - GOODWE,,,,,,,,,,,
Solfacil,solfacil_inverters_3,GOODWE GW2000-MIS,GOODWE,,,inverters,,,,,,,,,BRL,MICRO INVERSOR FOTOVOLTAICO GW2000-MIS - SUL EX 2KW GOODWE MONO 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_4,DEYE SUN-5K-G,DEYE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO SUN-5K-G EX 5KW DEYE MONO 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_5,GOODWE GW 3300-XS-30 - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW3300-XS-30 - AFCI SUL EX 3.3KW GOODWE MONO 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_6,SOFAR 5KTLM-G3 - AFCI,SOFAR,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO 5KTLM-G3 - AFCI - SUL EX 5KW SOFAR MONO 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_7,HUAWEI SUN2000-3KTL-L1 - AFCI,HUAWEI,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO SUN2000-3KTL-L1 - AFCI EX 3KW HUAWEI MONO 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_8,DEYE SUN-8K-G,DEYE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO SUN-8K-G EX 8KW DEYE MONO 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_9,GOODWE GW 5000-DNS-30 (16A) - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW5000-DNS-30 (16A) - AFCI EX 5KW GOODWE MONO 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_10,HUAWEI SUN2000-4KTL-L1 - AFCI,HUAWEI,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO SUN2000-4KTL-L1 - AFCI EX 4KW HUAWEI MONO 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_11,GOODWE GW8000-MS-C30 - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW8000-MS-C30 - AFCI - SUL EX  8KW GOODWE MONO 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_12,GOODWE GW 10K-MS-30 (20A) - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW10K-MS-30 (20A) - AFCI EX 10KW GOODWE MONO 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_13,HUAWEI SUN2000-10K-LC0 - AFCI,HUAWEI,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO SUN2000-10K-LC0 - AFCI EX 10KW HUAWEI MONO 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_14,GOODWE GW10K-MS-G40 - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW10K-MS-G40 - AFCI EX SUL 10KW GOODWE MONO 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_15,GOODWE GW10K-MS-G40 - AFCI C/ RSD,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW10K-MS-G40 - AFCI C/ RSD EX SUL 10KW GOODWE MONO 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_16,GROWATT MID 20KTL3 XL2 - AFCI,GROWATT,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO MID 20KTL3 XL2 - AFCI - NE 20KW GROWATT TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_17,GROWATT MID 20KTL3 XL2 - AFCI,GROWATT,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO MID 20KTL3 XL2 - AFCI - SUL EX 20KW GROWATT TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_18,HUAWEI SUN2000-12K-MB0 - AFCI,HUAWEI,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO SUN2000-12K-MB0 - AFCI EX 12KW HUAWEI TRI 380V,,,,,,,,,,,
Solfacil,solfacil_inverters_19,GROWATT MID 25KTL3-X,GROWATT,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO MID 25KTL3-X EX 25KW GROWATT TRI 380V,,,,,,,,,,,
Solfacil,solfacil_inverters_21,HUAWEI SUN2000-15K-MB0 - AFCI,HUAWEI,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO SUN2000-15K-MB0 - AFCI EX 15KW HUAWEI TRI 380V,,,,,,,,,,,
Solfacil,solfacil_inverters_22,DEYE SUN-25K-G02-LV,DEYE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO SUN-25K-G02-LV - KIT 25KW DEYE TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_23,GOODWE GW 12KLV-SDT-C30 - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW12KLV-SDT-C30 - AFCI EX 12KW GOODWE TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_24,GOODWE GW20K-SDT-31 - AFCI C/ RSD,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW20K-SDT-31  - AFCI C/ RSD EX SUL 20KW GOODWE TRI 380V,,,,,,,,,,,
Solfacil,solfacil_inverters_25,GOODWE GW12KLV-SDT-C31 - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW12KLV-SDT-C31  - AFCI EX SUL 12KW GOODWE TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_26,SOFAR 25KTLX-G3-LV - AFCI,SOFAR,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO 25KTLX-G3-LV - AFCI - SUL EX 25KW SOFAR TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_27,GOODWE GW25K-SDT-P31 - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW25K-SDT-P31 - AFCI EX SUL 25KW GOODWE TRI 380V,,,,,,,,,,,
Solfacil,solfacil_inverters_28,GOODWE GW 12KLV-MT,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW12KLV-MT EX 12KW GOODWE TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_29,GOODWE GW25K-SDT-P31 - AFCI C/ RSD,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW25K-SDT-P31 - AFCI C/ RSD EX SUL 25KW GOODWE TRI 380V,,,,,,,,,,,
Solfacil,solfacil_inverters_30,GOODWE GW6000-ES-BR20 - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO FLEX (BLOQUEADO) GW6000-ES-BR20 - AFCI EX 6KW GOODWE HIBRIDO MONO 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_31,GOODWE GW6000-SBP-20,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO RETROFIT GW6000-SBP-20 6KW GOODWE HIBRIDO MONO 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_32,GOODWE GW 15KLV-MT,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW15KLV-MT- KIT NE 15KW GOODWE TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_33,GROWATT MID 50KTL3-X2 - AFCI,GROWATT,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO MID 50KTL3-X2 - AFCI - SUL 50KW GROWATT TRI 380V,,,,,,,,,,,
Solfacil,solfacil_inverters_34,GOODWE GW 30K-SDT-C30 - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW30K-SDT-C30 - AFCI SUL EX 30KW GOODWE TRI 380V,,,,,,,,,,,
Solfacil,solfacil_inverters_35,DEYE SUN-35K-G02-LV,DEYE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO SUN-35K-G02-LV - KIT 35KW DEYE TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_36,DEYE SUN-35K-G02-LV,DEYE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO SUN-35K-G02-LV EX 35KW DEYE TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_37,GOODWE GW3600-ES-BR20 - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW3600-ES-BR20 - AFCI 3.6KW GOODWE HIBRIDO MONO 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_38,GOODWE GW 36K-MT - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW36K-MT - AFCI EX 36KW GOODWE TRI 380V,,,,,,,,,,,
Solfacil,solfacil_inverters_39,GOODWE GW37K5-SDT-BR30 - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW37K5-SDT-BR30 - AFCI - EX SUL 37KW GOODWE TRI 380V,,,,,,,,,,,
Solfacil,solfacil_inverters_40,GROWATT MAC 36KTL3-XL - AFCI,GROWATT,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO MAC 36KTL3-XL - AFCI - NE 36KW GROWATT TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_41,GROWATT MAC 36KTL3-XL,GROWATT,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO MAC 36KTL3-XL - AFCI - 36KW GROWATT TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_42,GROWATT MAC 36KTL3-XL - AFCI,GROWATT,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO MAC 36KTL3-XL - AFCI - SUL EX 36KW GROWATT TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_43,GOODWE GW17KLV-SDT-C30 - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW17KLV-SDT-C30 - AFCI 17KW GOODWE TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_44,GOODWE GW6000-ES-BR20 - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO (ATIVO) GW6000-ES-BR20 - AFCI 6KW GOODWE HIBRIDO MONO 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_45,GOODWE GW6000-ES-BR20 - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO (ATIVO) GW6000-ES-BR20 - AFCI EX 6KW GOODWE HIBRIDO MONO 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_46,GOODWE GW3500L-ES-BR20,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW3500L-ES-BR20 - AFCI - SUL 3.5KW GOODWE HIBRIDO MONO 127V,,,,,,,,,,,
Solfacil,solfacil_inverters_47,GOODWE GW 20KLV-MT - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW20KLV-MT - AFCI - KIT NE 20KW GOODWE TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_48,GOODWE GW 50KS-MT - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW50KS-MT - AFCI EX 50KW GOODWE TRI 380V,,,,,,,,,,,
Solfacil,solfacil_inverters_49,GOODWE GW 30KLS-MT,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW30KLS-MT EX 30KW GOODWE TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_50,GOODWE GW23KLV-SDT-BR30 - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW23KLV-SDT-BR30 - AFCI - EX SUL 23KW GOODWE TRI 220V,,,,,,,,,,,
Solfacil,solfacil_inverters_51,GOODWE GW 30KLS-MT - AFCI,GOODWE,,,inverters,,,,,,,,,BRL,INVERSOR FOTOVOLTAICO GW30KLS-MT - AFCI - NE 30KW GOODWE TRI 220V,,,,,,,,,,,
