distributor,id,name,manufacturer,model,sku,category,type,price_brl,power_kw,power_w,voltage_v,current_a,efficiency_percent,certifications,currency,description,height_mm,image_url,length_mm,price_per_unit,stock_available,stock_quantity,tags,voltage_range,warranty_years,weight_kg,width_mm
Fortlev,fortlev_security_IMS00004,CONCERTINA  FIO 3.0MM - ROLO C/ 10MT,Unknown,,,security,,,,,,,,,BRL,CONCERTINA  FIO 3.0MM - ROLO C/ 10MT,,,,,,,,,,,
Fortlev,fortlev_security_IMS00003,"CERCA DE ARAME 1,8MX20M (2.1MMX65X65MM)",Unknown,,,security,,,,,,,,,BRL,"CERCA DE ARAME 1,8MX20M (2.1MMX65X65MM)",,,,,,,,,,,
