battery_capacity_kwh,battery_manufacturer,battery_quantity,battery_voltage_v,category,distributor,id,inverter_manufacturer,inverter_power_kw,inverter_quantity,name,panel_manufacturer,panel_power_w,panel_quantity,power_kwp,power_watts,price_brl,price_per_wp,total_batteries,total_inverters,total_panels,type
,,,,kits,Fortlev,fortlev_kit_113,,,1,Kit 8.82kWp - Longi + Inverter,Longi,630,14,8.82,8820.0,10740.18,1.22,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_114,,,1,Kit 8.82kWp - Longi + Inverter,Longi,630,14,8.82,8820.0,10838.71,1.23,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_126,,,1,Kit 10.71kWp - Longi + Inverter,Longi,630,17,10.71,10710.0,13090.92,1.22,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_127,,,1,Kit 10.53kWp - Longi + Inverter,Longi,585,18,10.53,10530.0,13097.17,1.24,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_129,,,1,Kit 10.71kWp - Longi + Inverter,Longi,630,17,10.71,10710.0,13112.63,1.22,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_130,,,1,Kit 11.12kWp - Longi + Inverter,Longi,585,19,11.12,11120.0,13169.69,1.18,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_134,,,1,Kit 10.71kWp - Longi + Inverter,Longi,630,17,10.71,10710.0,13580.93,1.27,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_138,,,1,Kit 10.71kWp - Longi + Inverter,Longi,630,17,10.71,10710.0,13782.77,1.29,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_140,,,1,Kit 11.12kWp - Longi + Inverter,Longi,585,19,11.12,11120.0,13839.84,1.25,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_142,,,1,Kit 11.7kWp - Longi + Inverter,Longi,585,20,11.7,11700.0,13965.37,1.19,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_143,,,1,Kit 11.7kWp - Longi + Inverter,Longi,585,20,11.7,11700.0,14044.31,1.2,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_145,,,1,Kit 11.7kWp - Longi + Inverter,Longi,585,20,11.7,11700.0,14116.72,1.21,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_147,,,1,Kit 11.7kWp - Longi + Inverter,Longi,585,20,11.7,11700.0,14427.7,1.23,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_149,,,1,Kit 11.97kWp - Longi + Inverter,Longi,630,19,11.97,11970.0,14569.67,1.22,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_153,,,1,Kit 11.97kWp - Longi + Inverter,Longi,630,19,11.97,11970.0,14648.61,1.22,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_154,,,1,Kit 11.97kWp - Longi + Inverter,Longi,630,19,11.97,11970.0,14721.02,1.23,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_156,,,1,Kit 11.97kWp - Longi + Inverter,Longi,630,19,11.97,11970.0,15032.01,1.26,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_159,,,1,Kit 13.46kWp - Longi + Inverter,Longi,585,23,13.46,13460.0,15704.19,1.17,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_162,,,1,Kit 13.23kWp - Longi + Inverter,Longi,630,21,13.23,13230.0,15888.2,1.2,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_165,Sungrow,,1,Kit 13.46kWp - Longi + Sungrow,Longi,585,23,13.46,13460.0,16352.06,1.22,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_170,Sungrow,,1,Kit 13.23kWp - Longi + Sungrow,Longi,630,21,13.23,13230.0,16536.07,1.25,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_177,,,1,Kit 14.63kWp - Longi + Inverter,Longi,585,25,14.63,14630.0,16839.44,1.15,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_178,,,1,Kit 14.49kWp - Longi + Inverter,Longi,630,23,14.49,14490.0,17143.99,1.18,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_179,,,1,Kit 14.63kWp - Longi + Inverter,Longi,585,25,14.63,14630.0,17157.02,1.17,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_180,,,1,Kit 14.63kWp - Longi + Inverter,Longi,585,25,14.63,14630.0,17166.8,1.17,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_181,,,1,Kit 14.63kWp - Longi + Inverter,Longi,585,25,14.63,14630.0,17173.9,1.17,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_182,,,1,Kit 14.63kWp - Longi + Inverter,Longi,585,25,14.63,14630.0,17359.89,1.19,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_183,,,1,Kit 14.49kWp - Longi + Inverter,Longi,630,23,14.49,14490.0,17461.58,1.21,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_184,,,1,Kit 14.49kWp - Longi + Inverter,Longi,630,23,14.49,14490.0,17471.36,1.21,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_185,,,1,Kit 14.49kWp - Longi + Inverter,Longi,630,23,14.49,14490.0,17478.45,1.21,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_187,,,1,Kit 14.49kWp - Longi + Inverter,Longi,630,23,14.49,14490.0,17664.45,1.22,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_189,,,1,Kit 15.79kWp - Longi + Inverter,Longi,585,27,15.79,15790.0,18439.75,1.17,0,1,1,Solar Kit
,,,,kits,Fortlev,fortlev_kit_193,,,1,Kit 15.75kWp - Longi + Inverter,Longi,630,25,15.75,15750.0,18864.85,1.2,0,1,1,Solar Kit
